,accuracy,categorical_crossentropy,loss,val_accuracy,val_categorical_crossentropy,val_loss,learning_rate
0,0.983872652053833,0.053425006568431854,0.053425006568431854,0.3969072103500366,5.188486576080322,5.188486576080322,7.812499825377017e-05
1,0.9848827719688416,0.04936368763446808,0.04936368763446808,0.3977431058883667,5.209317207336426,5.209317207336426,7.812499825377017e-05
2,0.9858232736587524,0.04585719481110573,0.04585719481110573,0.3991362452507019,5.446345329284668,5.446345329284668,3.9062499126885086e-05
3,0.9868682026863098,0.04379822313785553,0.04379822313785553,0.3985790014266968,5.397041320800781,5.397041320800781,1.9531249563442543e-05
4,0.9871817231178284,0.04259977862238884,0.04259977862238884,0.3991362452507019,5.409395694732666,5.409395694732666,9.765624781721272e-06
5,0.9873906970024109,0.04205447807908058,0.04205447807908058,0.39871829748153687,5.391375541687012,5.391375541687012,4.882812390860636e-06
6,0.9872862100601196,0.04214264452457428,0.04214264452457428,0.39885762333869934,5.417214870452881,5.417214870452881,2.441406195430318e-06
7,0.9872165322303772,0.042641159147024155,0.042641159147024155,0.39746448397636414,5.507146835327148,5.507146835327148,1.220703097715159e-06
8,0.9870772361755371,0.042820025235414505,0.042820025235414505,0.39816105365753174,5.611568450927734,5.611568450927734,6.103515488575795e-07
9,0.9870772361755371,0.04251435026526451,0.04251435026526451,0.3978824317455292,5.667479038238525,5.667479038238525,3.0517577442878974e-07
10,0.9870772361755371,0.04233412817120552,0.04233412817120552,0.3983003497123718,5.698202133178711,5.698202133178711,1.5258788721439487e-07
11,0.9870772361755371,0.042226992547512054,0.042226992547512054,0.3984396755695343,5.713076591491699,5.713076591491699,7.629394360719743e-08
12,0.9870772361755371,0.04217086732387543,0.04217086732387543,0.39885762333869934,5.720734596252441,5.720734596252441,3.814697180359872e-08
13,0.9870772361755371,0.04214176535606384,0.04214176535606384,0.3985790014266968,5.724411487579346,5.724411487579346,1.907348590179936e-08
14,0.9870772361755371,0.04212784394621849,0.04212784394621849,0.39871829748153687,5.724972248077393,5.724972248077393,9.53674295089968e-09
15,0.9870772361755371,0.042122431099414825,0.042122431099414825,0.3985790014266968,5.724661827087402,5.724661827087402,4.76837147544984e-09
16,0.9871120452880859,0.042122580111026764,0.042122580111026764,0.39871829748153687,5.724550247192383,5.724550247192383,2.38418573772492e-09
17,0.9871120452880859,0.042123790830373764,0.042123790830373764,0.39885762333869934,5.724499225616455,5.724499225616455,1.19209286886246e-09
18,0.9871120452880859,0.04212358593940735,0.04212358593940735,0.39871829748153687,5.7245941162109375,5.7245941162109375,5.9604643443123e-10
19,0.9871120452880859,0.04212178289890289,0.04212178289890289,0.39816105365753174,5.724550724029541,5.724550724029541,2.98023217215615e-10
